user_id,event_type,event_time,group,device
9927,click,2023-01-01 12:02:21,A,iOS
7986,click,2023-01-01 15:49:14,A,iOS
7244,registration,2023-01-01 00:57:58,A,iOS
1454,click,2023-01-01 14:39:04,A,Android
9862,click,2023-01-01 13:13:31,B,Android
3867,view,2023-01-01 22:42:25,B,Android
7380,registration,2023-01-01 05:10:37,A,iOS
4307,view,2023-01-01 08:22:20,B,iOS
4384,view,2023-01-01 13:12:09,A,Android
2991,click,2023-01-01 10:13:22,B,iOS
9439,click,2023-01-01 00:07:16,B,iOS
3276,purchase,2023-01-01 17:08:29,B,Android
3116,click,2023-01-01 16:02:16,B,iOS
3824,click,2023-01-01 16:28:46,B,Android
8438,click,2023-01-01 11:02:12,B,iOS
2387,click,2023-01-01 20:57:24,B,Android
5355,view,2023-01-01 03:01:20,B,iOS
1166,purchase,2023-01-01 03:45:55,B,Android
4165,click,2023-01-01 20:11:00,B,iOS
5790,purchase,2023-01-01 05:40:16,A,Android
8716,view,2023-01-01 13:19:18,A,iOS
8168,click,2023-01-01 23:13:13,B,Android
5561,purchase,2023-01-01 10:11:38,A,iOS
9389,click,2023-01-01 22:58:47,B,Android
5266,registration,2023-01-01 02:01:31,A,iOS
7105,click,2023-01-01 09:54:24,B,Android
4747,purchase,2023-01-01 02:24:10,B,Android
8596,view,2023-01-01 03:48:38,A,iOS
59,view,2023-01-01 22:32:53,A,Android
2014,registration,2023-01-01 07:53:48,B,iOS
5174,purchase,2023-01-01 11:15:06,B,iOS
4285,view,2023-01-01 08:56:54,B,Android
1466,view,2023-01-01 18:24:48,B,iOS
2963,registration,2023-01-01 11:25:57,A,Android
3539,purchase,2023-01-01 23:16:35,A,Android
3154,click,2023-01-01 16:15:19,B,Android
9451,click,2023-01-01 17:52:22,A,Android
9776,view,2023-01-01 13:29:17,A,Android
8495,click,2023-01-01 16:17:56,B,iOS
9424,purchase,2023-01-01 16:35:11,A,Android
9932,registration,2023-01-01 15:46:27,B,Android
8254,registration,2023-01-01 23:09:25,A,iOS
6150,view,2023-01-01 14:41:56,B,iOS
4554,click,2023-01-01 22:22:37,B,iOS
8073,purchase,2023-01-01 08:12:35,A,iOS
1540,view,2023-01-01 12:25:54,A,iOS
4616,click,2023-01-01 23:33:09,A,iOS
5574,view,2023-01-01 10:22:27,A,Android
6543,view,2023-01-01 17:11:15,A,iOS
5736,click,2023-01-01 14:26:43,B,Android
2601,registration,2023-01-01 03:08:08,B,Android
764,view,2023-01-01 20:58:03,B,Android
2487,registration,2023-01-01 02:53:29,B,iOS
7217,click,2023-01-01 12:07:52,B,iOS
7084,purchase,2023-01-01 06:56:38,B,iOS
7976,click,2023-01-01 00:16:04,A,iOS
3493,view,2023-01-01 01:46:26,A,iOS
3027,registration,2023-01-01 17:09:25,B,Android
4322,click,2023-01-01 21:25:00,A,Android
6542,view,2023-01-01 15:44:50,B,Android
2552,purchase,2023-01-01 13:06:45,A,Android
1229,registration,2023-01-01 19:33:48,B,iOS
3600,registration,2023-01-01 13:58:49,A,iOS
8534,registration,2023-01-01 08:25:33,B,iOS
8286,registration,2023-01-01 11:33:50,A,iOS
9742,click,2023-01-01 05:13:43,A,Android
2996,view,2023-01-01 21:11:54,A,Android
6201,click,2023-01-01 21:33:30,B,Android
7467,registration,2023-01-01 04:18:20,B,iOS
8842,view,2023-01-01 08:54:55,A,iOS
6470,registration,2023-01-01 22:47:51,A,Android
3713,view,2023-01-01 12:44:50,B,Android
9019,click,2023-01-01 17:29:15,B,iOS
6650,purchase,2023-01-01 10:49:22,A,Android
3544,click,2023-01-01 16:07:28,A,iOS
8202,view,2023-01-01 13:57:24,B,Android
5637,click,2023-01-01 17:40:01,A,Android
9166,view,2023-01-01 19:48:06,B,iOS
9038,view,2023-01-01 19:58:11,A,iOS
7643,view,2023-01-01 13:50:19,A,iOS
7322,view,2023-01-01 04:34:14,B,Android
1304,view,2023-01-01 11:24:53,B,iOS
4040,registration,2023-01-01 07:24:32,B,iOS
1301,click,2023-01-01 19:04:57,B,Android
6806,click,2023-01-01 19:38:31,A,iOS
266,click,2023-01-01 17:52:45,A,Android
3547,view,2023-01-01 15:02:11,A,iOS
6547,purchase,2023-01-01 09:21:37,B,iOS
3277,click,2023-01-01 05:10:02,A,iOS
4961,registration,2023-01-01 08:38:07,A,Android
7668,registration,2023-01-01 08:35:10,A,Android
8508,click,2023-01-01 05:27:57,A,iOS
7915,view,2023-01-01 16:25:33,A,iOS
2941,click,2023-01-01 00:16:46,B,iOS
9876,registration,2023-01-01 03:47:14,B,iOS
296,click,2023-01-01 04:56:31,A,iOS
8842,view,2023-01-01 05:37:30,A,iOS
1235,registration,2023-01-01 13:56:54,A,Android
5927,view,2023-01-01 02:00:08,A,iOS
5629,click,2023-01-01 04:51:40,A,iOS
5716,click,2023-01-01 06:45:11,B,iOS
6294,registration,2023-01-01 14:36:28,B,iOS
7533,registration,2023-01-01 00:48:43,B,iOS
1141,registration,2023-01-01 04:29:28,B,iOS
7239,registration,2023-01-01 11:19:39,B,Android
2507,view,2023-01-01 03:25:18,A,iOS
6042,view,2023-01-01 23:21:26,B,iOS
6272,click,2023-01-01 21:08:35,B,iOS
8414,view,2023-01-01 08:09:20,A,Android
7089,click,2023-01-01 16:08:53,A,Android
9165,view,2023-01-01 10:15:29,B,Android
3288,view,2023-01-01 09:41:21,A,iOS
7902,view,2023-01-01 19:13:34,A,iOS
8769,click,2023-01-01 12:13:45,B,iOS
1153,purchase,2023-01-01 23:43:16,B,Android
1800,registration,2023-01-01 05:15:29,A,iOS
9528,view,2023-01-01 02:22:26,B,iOS
2262,purchase,2023-01-01 08:37:46,B,iOS
8214,purchase,2023-01-01 23:37:10,A,iOS
3346,purchase,2023-01-01 08:42:04,A,iOS
2520,view,2023-01-01 16:49:28,B,Android
9170,click,2023-01-01 03:12:45,B,iOS
2228,click,2023-01-01 17:02:16,B,Android
7363,view,2023-01-01 15:35:10,B,Android
5813,purchase,2023-01-01 03:33:21,B,iOS
9851,registration,2023-01-01 16:04:32,B,Android
1391,click,2023-01-01 06:31:32,B,Android
1428,purchase,2023-01-01 05:40:46,A,iOS
2956,click,2023-01-01 09:41:21,A,Android
7955,registration,2023-01-01 14:57:22,A,iOS
7271,registration,2023-01-01 00:37:58,A,iOS
9122,click,2023-01-01 01:11:52,A,iOS
4349,click,2023-01-01 04:57:28,B,iOS
5938,registration,2023-01-01 18:02:40,A,iOS
1952,registration,2023-01-01 17:13:36,B,iOS
6637,click,2023-01-01 01:22:27,B,iOS
1849,view,2023-01-01 20:43:28,B,Android
6316,click,2023-01-01 18:30:45,B,Android
8664,click,2023-01-01 16:53:12,A,iOS
5519,purchase,2023-01-01 06:19:40,B,iOS
6295,view,2023-01-01 17:38:32,A,Android
1559,registration,2023-01-01 15:40:47,A,Android
5631,click,2023-01-01 18:32:02,B,Android
344,click,2023-01-01 18:04:37,B,iOS
6900,registration,2023-01-01 20:53:24,B,Android
3385,click,2023-01-01 02:48:48,A,iOS
7225,view,2023-01-01 13:14:32,B,iOS
8192,click,2023-01-01 16:08:55,B,iOS
8115,view,2023-01-01 03:36:30,A,Android
5493,click,2023-01-01 10:00:15,A,Android
3509,click,2023-01-01 02:26:59,B,Android
8406,view,2023-01-01 02:23:14,B,iOS
995,view,2023-01-01 03:04:35,B,iOS
903,view,2023-01-01 08:45:57,A,Android
2962,click,2023-01-01 23:57:18,B,iOS
3932,click,2023-01-01 23:24:28,B,iOS
6900,click,2023-01-01 02:59:34,B,Android
7149,view,2023-01-01 17:14:57,A,Android
1424,registration,2023-01-01 22:00:58,A,iOS
3160,click,2023-01-01 09:45:13,B,Android
5488,click,2023-01-01 17:14:43,B,Android
7170,purchase,2023-01-01 23:33:49,A,iOS
4677,click,2023-01-01 11:41:09,B,Android
981,view,2023-01-01 07:05:27,A,iOS
3499,view,2023-01-01 12:49:37,A,iOS
901,click,2023-01-01 11:56:18,A,iOS
1045,click,2023-01-01 01:25:32,B,Android
9711,registration,2023-01-01 05:02:48,B,iOS
1200,view,2023-01-01 09:46:11,B,iOS
491,purchase,2023-01-01 22:00:10,A,Android
8736,view,2023-01-01 03:04:21,B,iOS
5601,view,2023-01-01 02:57:15,A,iOS
4924,registration,2023-01-01 06:02:23,B,Android
4008,view,2023-01-01 18:06:08,B,Android
302,view,2023-01-01 20:14:24,A,Android
9074,registration,2023-01-01 06:32:10,B,Android
7544,click,2023-01-01 14:31:35,B,Android
7568,registration,2023-01-01 10:22:48,B,Android
7530,click,2023-01-01 09:13:44,B,iOS
344,registration,2023-01-01 03:29:52,B,iOS
3325,click,2023-01-01 14:09:30,B,iOS
335,click,2023-01-01 03:43:09,B,Android
2006,click,2023-01-01 14:52:30,B,Android
4880,click,2023-01-01 22:55:43,A,iOS
3945,click,2023-01-01 11:17:13,B,iOS
1633,click,2023-01-01 17:57:26,B,Android
2344,click,2023-01-01 08:44:06,A,Android
9285,click,2023-01-01 22:19:47,A,Android
1618,view,2023-01-01 06:50:41,B,iOS
9686,click,2023-01-01 04:32:40,A,Android
4859,click,2023-01-01 14:49:17,B,Android
4543,view,2023-01-01 08:03:48,A,iOS
9637,click,2023-01-01 20:22:39,B,iOS
6404,purchase,2023-01-01 06:41:41,A,Android
3669,view,2023-01-01 11:48:56,A,Android
4331,registration,2023-01-01 23:41:29,B,Android
8052,click,2023-01-01 02:42:25,A,iOS
567,click,2023-01-01 17:07:17,A,Android
3487,click,2023-01-01 16:57:03,B,Android
8207,purchase,2023-01-01 02:21:54,A,iOS
3220,click,2023-01-01 11:01:58,A,iOS
6345,view,2023-01-01 12:32:43,B,iOS
